site_summary_segment,group_lower,2020_3030d_listing_category,impaired_use_category,number_of_samples_1990_to_2021,number_of_samples_2016_to_2021,most_recent_sample,number_of_detects,most_recent_detect,number_of_samples_exceeding_class_c,most_recent_class_c_exceedance,number_of_samples_since_last_class_c_exceedance,has_there_been_multi_class_c_exceedance_in_3yr,when_was_last_period_with_multi_class_c_exceedance
Patuxent River,ddd,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pinehurst Branch,ddd,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Piney Branch,ddd,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pope Branch,ddd,,,6,3,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Portal Branch,ddd,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Lower,ddd,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Middle,ddd,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Upper,ddd,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Rock Creek Lower,ddd,,,13,13,2021,1,2020,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),6 (CCC), NA (CMC),NA,NA
Rock Creek Upper,ddd,,,21,21,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Soapstone Creek,ddd,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Texas Avenue Tributary,ddd,,,6,3,2019,5,2018,5 (CCC), 0 (CMC),2018 (CCC) NA (CMC),1 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Tidal Basin,ddd,,,3,NA,2014,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Washington Ship Channel,ddd,,,19,12,2016,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Banch,ddd,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Watts Branch,ddd,,,6,3,2019,3,2018,1 (CCC), 0 (CMC),2018 (CCC) NA (CMC),1 (CCC), NA (CMC),NA,NA
Watts Branch - Upper,ddd,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Lower,dde,,,59,43,2021,6,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Upper,dde,,,116,97,2021,60,2018,1 (CCC), 0 (CMC),2018 (CCC) NA (CMC),61 (CCC), NA (CMC),NA,NA
Battery Kemble Creek,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Broad Branch,dde,,,14,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
C&O Canal,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Dalecarlia Tributary,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Dumbarton Oaks Tributary,dde,,,14,13,2021,1,2020,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),10 (CCC), NA (CMC),NA,NA
Fenwick Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Chaplin Tributary,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Davis Tributary,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Dupont Tributary,dde,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Stanton Tributary,dde,,,16,13,2021,1,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Foundry Branch,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Hickey Run,dde,,,5,2,2019,3,2014,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Kingman Lake,dde,,,24,15,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Klingle Valley Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Lower Beaverdam Creek,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Luzon Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Mataponi Creek,dde,,,13,13,2021,1,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Melvin Hazen Valley Branch,dde,,,14,13,2021,1,2020,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),9 (CCC), NA (CMC),NA,NA
Nash Run,dde,,,6,3,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Normanstone Creek,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Oxon Run,dde,,,14,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Patuxent River,dde,,,13,13,2021,1,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pinehurst Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Piney Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pope Branch,dde,,,6,3,2019,4,2014,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Portal Branch,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Lower,dde,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Middle,dde,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Upper,dde,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Rock Creek Lower,dde,,,13,13,2021,2,2020,2 (CCC), 0 (CMC),2020 (CCC) NA (CMC),6 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Rock Creek Upper,dde,,,38,21,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Soapstone Creek,dde,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Texas Avenue Tributary,dde,,,6,3,2019,4,2014,1 (CCC), 0 (CMC),2014 (CCC) NA (CMC),3 (CCC), NA (CMC),NA,NA
Tidal Basin,dde,,,3,NA,2014,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Washington Ship Channel,dde,,,19,12,2016,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Banch,dde,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Watts Branch,dde,,,6,3,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Branch - Upper,dde,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Lower,ddt,,,59,43,2021,11,2018,3 (CCC), 0 (CMC),2018 (CCC) NA (CMC),15 (CCC), NA (CMC),NA,NA
Anacostia Upper,ddt,,,116,97,2021,68,2018,9 (CCC), 0 (CMC),2018 (CCC) NA (CMC),35 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Battery Kemble Creek,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Broad Branch,ddt,,,14,13,2021,2,2021,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),6 (CCC), NA (CMC),NA,NA
C&O Canal,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Dalecarlia Tributary,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Dumbarton Oaks Tributary,ddt,,,14,13,2021,3,2020,2 (CCC), 0 (CMC),2020 (CCC) NA (CMC),9 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Fenwick Branch,ddt,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Chaplin Tributary,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Davis Tributary,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Dupont Tributary,ddt,,,13,13,2021,1,2020,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),9 (CCC), NA (CMC),NA,NA
Fort Stanton Tributary,ddt,,,16,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Foundry Branch,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Hickey Run,ddt,,,5,2,2019,2,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Kingman Lake,ddt,,,24,15,2019,6,2018,3 (CCC), 0 (CMC),2018 (CCC) NA (CMC),1 (CCC), NA (CMC),Yes (CCC), No (CMC),2016 - 2019 (CCC), Never (CMC)
Klingle Valley Branch,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Lower Beaverdam Creek,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Luzon Branch,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Mataponi Creek,ddt,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Melvin Hazen Valley Branch,ddt,,,14,13,2021,2,2020,2 (CCC), 0 (CMC),2020 (CCC) NA (CMC),10 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Nash Run,ddt,,,6,3,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Normanstone Creek,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Oxon Run,ddt,,,14,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Patuxent River,ddt,,,13,13,2021,3,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pinehurst Branch,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Piney Branch,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pope Branch,ddt,,,6,3,2019,3,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Portal Branch,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Lower,ddt,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Middle,ddt,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Upper,ddt,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Rock Creek Lower,ddt,,,13,13,2021,1,2020,1 (CCC), 0 (CMC),2020 (CCC) NA (CMC),6 (CCC), NA (CMC),NA,NA
Rock Creek Upper,ddt,,,21,21,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Soapstone Creek,ddt,,,1,NA,2013,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Texas Avenue Tributary,ddt,,,6,3,2019,4,2014,1 (CCC), 0 (CMC),2014 (CCC) NA (CMC),3 (CCC), NA (CMC),NA,NA
Tidal Basin,ddt,,,3,NA,2014,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Washington Ship Channel,ddt,,,19,12,2016,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Banch,ddt,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Watts Branch,ddt,,,6,3,2019,3,2018,1 (CCC), 0 (CMC),2018 (CCC) NA (CMC),1 (CCC), NA (CMC),NA,NA
Watts Branch - Upper,ddt,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Lower,dieldrin,,,59,43,2021,7,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Upper,dieldrin,,,116,97,2021,54,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Battery Kemble Creek,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Broad Branch,dieldrin,,,14,13,2021,7,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
C&O Canal,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Dalecarlia Tributary,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Dumbarton Oaks Tributary,dieldrin,,,14,13,2021,11,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fenwick Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Chaplin Tributary,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Davis Tributary,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Dupont Tributary,dieldrin,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Stanton Tributary,dieldrin,,,16,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Foundry Branch,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Hickey Run,dieldrin,,,5,2,2019,2,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Kingman Lake,dieldrin,,,24,15,2019,3,2016,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Klingle Valley Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Lower Beaverdam Creek,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Luzon Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Mataponi Creek,dieldrin,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Melvin Hazen Valley Branch,dieldrin,,,14,13,2021,7,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Nash Run,dieldrin,,,6,3,2019,4,2014,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Normanstone Creek,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Oxon Run,dieldrin,,,14,13,2021,10,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Patuxent River,dieldrin,,,13,13,2021,1,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pinehurst Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Piney Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Pope Branch,dieldrin,,,6,3,2019,3,2018,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Portal Branch,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Lower,dieldrin,,,13,13,2021,1,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Middle,dieldrin,,,13,13,2021,2,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Potomac Upper,dieldrin,,,13,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Rock Creek Lower,dieldrin,,,13,13,2021,5,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Rock Creek Upper,dieldrin,,,38,21,2021,6,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Soapstone Creek,dieldrin,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Texas Avenue Tributary,dieldrin,,,6,3,2019,6,2018,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Tidal Basin,dieldrin,,,3,NA,2014,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Washington Ship Channel,dieldrin,,,19,12,2016,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Banch,dieldrin,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Watts Branch,dieldrin,,,6,3,2019,5,2018,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Watts Branch - Upper,dieldrin,,,13,13,2021,3,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Lower,heptachlor epoxide,,,59,43,2021,6,2020,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Anacostia Upper,heptachlor epoxide,,,116,97,2021,60,2021,1 (CCC), 0 (CMC),2018 (CCC) NA (CMC),35 (CCC), NA (CMC),NA,NA
Battery Kemble Creek,heptachlor epoxide,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Broad Branch,heptachlor epoxide,,,14,13,2021,8,2021,1 (CCC), 0 (CMC),2021 (CCC) NA (CMC),3 (CCC), NA (CMC),NA,NA
C&O Canal,heptachlor epoxide,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Dalecarlia Tributary,heptachlor epoxide,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Dumbarton Oaks Tributary,heptachlor epoxide,,,14,13,2021,10,2021,5 (CCC), 0 (CMC),2021 (CCC) NA (CMC),2 (CCC), NA (CMC),Yes (CCC), No (CMC),2018 - 2021 (CCC), Never (CMC)
Fenwick Branch,heptachlor epoxide,,,1,NA,2013,1,2013,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Chaplin Tributary,heptachlor epoxide,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Davis Tributary,heptachlor epoxide,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
Fort Dupont Tributary,heptachlor epoxide,,,13,13,2021,1,2021,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Fort Stanton Tributary,heptachlor epoxide,,,16,13,2021,0,never,0 (CCC), 0 (CMC),NA (CCC) NA (CMC),NA (CCC), NA (CMC),NA,NA
Foundry Branch,heptachlor epoxide,,,NA,NA,NA,NA,NA,NA (CCC), NA (CMC),NA,NA (CCC), NA (CMC),NA,NA
